booking_id,guest_name_norm,email,country,cibo_preferito,prima_visita,check_in,check_out,nights,channel,currency,room_rate,room_rate_eur,cancelled,net_revenue_eur,high_season,post_promo,date_corretta,nome_ambiguo
BK02036,watanabe william,william.watanabe340@yahoo.com,Italy,kosher,2025-11-04,2025-11-04,2025-11-09,5,direct,USD,264.63,243.46,False,1217.3,False,False,False,False
BK02037,layla muller,layla.muller591@yahoo.com,Italy,internazionale,2025-11-04,2025-11-04,2025-11-06,2,OTA,EUR,229.69,229.69,False,459.38,False,False,False,False
BK02038,garcia valentina,valentina.garcia686@outlook.com,Italy,italiana,2025-11-04,2025-11-04,2025-11-06,2,OTA,EUR,255.94,255.94,False,511.88,False,False,False,False
BK02039,erik novak,erik.novak197@yahoo.com,Netherlands,pesce,2025-01-23,2025-11-04,2025-11-09,5,OTA,EUR,286.89,286.89,False,1434.45,False,False,False,False
BK02040,fatima rossi,fatima.rossi294@yahoo.com,Japan,italiana,2025-11-04,2025-11-04,2025-11-07,3,OTA,EUR,169.1,169.1,False,507.3,False,False,False,False
BK02041,hassan laura,laura.hassan239@outlook.com,Italy,pesce,2025-11-05,2025-11-05,2025-11-08,3,OTA,USD,271.0,249.32,False,747.96,False,False,False,False
BK02042,ekaterina greco,ekaterina.greco861@icloud.com,Germany,pesce,2025-11-05,2025-11-05,2025-11-06,1,OTA,EUR,202.1,202.1,False,202.1,False,False,False,False
BK02043,laura silva,laura.silva729@gmail.com,UAE,halal,2025-06-20,2025-11-06,2025-11-08,2,OTA,EUR,218.79,218.79,False,437.58,False,False,False,False
BK02044,klaus park,klaus.park315@gmail.com,Germany,italiana,2025-03-09,2025-11-07,2025-11-08,1,OTA,EUR,285.13,285.13,False,285.13,False,False,False,True
BK02045,diego martinez,diego.martinez178@outlook.com,UK,vegana,2025-11-07,2025-11-07,2025-11-11,4,direct,EUR,222.89,222.89,False,891.56,False,False,False,False
BK02046,hans kobayashi,hans.kobayashi577@outlook.com,France,pesce,2025-11-07,2025-11-07,2025-11-08,1,OTA,EUR,176.09,176.09,False,176.09,False,False,False,False
BK02047,david romano,david.romano866@icloud.com,France,halal,2025-11-08,2025-11-08,2025-11-10,2,direct,EUR,234.96,234.96,False,469.92,False,False,False,False
BK02048,hans johnson,hans.johnson917@outlook.com,Spain,senza glutine,2025-11-08,2025-11-08,2025-11-11,3,OTA,EUR,245.23,245.23,False,735.69,False,False,False,False
BK02049,olivia sharma,olivia.sharma20@gmail.com,UK,italiana,2025-11-08,2025-11-08,2025-11-09,1,OTA,EUR,219.89,219.89,False,219.89,False,False,False,False
BK02050,carlos park,carlos.park925@gmail.com,Spain,vegetariana,2025-11-08,2025-11-08,2025-11-09,1,OTA,EUR,178.96,178.96,False,178.96,False,False,False,False
BK02051,john novak,john.novak907@gmail.com,Spain,vegana,2025-11-08,2025-11-08,2025-11-10,2,OTA,EUR,268.65,268.65,False,537.3,False,False,False,False
BK02052,aiko ricci,aiko.ricci445@icloud.com,France,kosher,2025-11-09,2025-11-09,2025-11-11,2,OTA,EUR,213.36,213.36,False,426.72,False,False,False,True
BK02053,maria sharma,maria.sharma120@outlook.com,USA,vegetariana,2025-11-09,2025-11-09,2025-11-10,1,direct,EUR,223.54,223.54,False,223.54,False,False,False,False
BK02054,aiko martinez,aiko.martinez986@yahoo.com,France,kosher,2025-11-09,2025-11-09,2025-11-10,1,OTA,EUR,241.51,241.51,False,241.51,False,False,False,True
BK02055,esposito nikolai,nikolai.esposito514@icloud.com,USA,senza glutine,2025-11-09,2025-11-09,2025-11-12,3,OTA,EUR,228.66,228.66,False,685.98,False,False,False,False
BK02056,layla petrov,layla.petrov508@yahoo.com,Switzerland,internazionale,2025-11-09,2025-11-09,2025-11-11,2,direct,USD,191.78,176.44,False,352.88,False,False,False,False
BK02057,david sokolov,david.sokolov393@gmail.com,UK,vegetariana,2025-11-09,2025-11-09,2025-11-12,3,OTA,EUR,283.21,283.21,False,849.63,False,False,False,False
BK02058,henri novak,henri.novak637@yahoo.com,France,vegetariana,2025-02-24,2025-11-09,2025-11-11,2,OTA,USD,266.93,245.58,False,491.16,False,False,False,False
BK02059,greco laura,laura.greco710@yahoo.com,UK,vegetariana,2025-11-09,2025-11-09,2025-11-10,1,OTA,EUR,298.36,298.36,False,298.36,False,False,False,False
BK02060,muller valentina,valentina.muller154@gmail.com,Japan,pesce,2025-11-10,2025-11-10,2025-11-12,2,OTA,EUR,200.52,200.52,False,401.04,False,False,False,False
BK02061,ekaterina kobayashi,ekaterina.kobayashi594@yahoo.com,USA,senza glutine,2025-11-10,2025-11-10,2025-11-11,1,OTA,EUR,224.16,224.16,False,224.16,False,False,False,False
BK02062,elena esposito,elena.esposito714@gmail.com,Netherlands,pesce,2025-04-05,2025-11-10,2025-11-12,2,direct,EUR,218.65,218.65,False,437.3,False,False,False,False
BK02063,isabella kowalski,isabella.kowalski570@gmail.com,Germany,italiana,2024-09-25,2025-11-10,2025-11-11,1,direct,EUR,220.98,220.98,False,220.98,False,False,False,False
BK02064,henri martinez,henri.martinez273@gmail.com,Italy,senza glutine,2024-09-12,2025-11-11,2025-11-12,1,OTA,USD,246.06,226.38,False,226.38,False,False,False,True
BK02065,garcia olivia,olivia.garcia12@icloud.com,UK,italiana,2025-11-11,2025-11-11,2025-11-13,2,OTA,USD,245.23,225.61,True,0.0,False,False,False,False
BK02066,patricia watanabe,patricia.watanabe568@yahoo.com,Germany,vegetariana,2025-11-11,2025-11-11,2025-11-13,2,direct,EUR,252.82,252.82,False,505.64,False,False,False,False
BK02067,dmitri smith,dmitri.smith331@outlook.com,USA,kosher,2025-09-06,2025-11-12,2025-11-13,1,OTA,EUR,273.64,273.64,False,273.64,False,False,False,False
BK02068,jean smith,jean.smith526@gmail.com,Italy,halal,2025-11-12,2025-11-12,2025-11-13,1,OTA,EUR,251.13,251.13,False,251.13,False,False,False,False
BK02069,ananya park,ananya.park16@outlook.com,Germany,italiana,2024-12-22,2025-11-12,2025-11-15,3,OTA,EUR,251.27,251.27,False,753.81,False,False,False,False
BK02070,ferrari marco,marco.ferrari447@icloud.com,Netherlands,internazionale,2025-11-12,2025-11-12,2025-11-14,2,OTA,USD,258.6,237.91,False,475.82,False,False,False,False
BK02071,alessandro marino,alessandro.marino973@gmail.com,Switzerland,italiana,2025-09-09,2025-11-12,2025-11-14,2,OTA,EUR,272.47,272.47,False,544.94,False,False,False,True
BK02072,pierre weber,pierre.weber501@yahoo.com,France,pesce,2025-11-12,2025-11-12,2025-11-14,2,OTA,EUR,251.72,251.72,False,503.44,False,False,False,False
BK02073,andrea klein,andrea.klein961@yahoo.com,Italy,vegana,2025-07-18,2025-11-12,2025-11-13,1,OTA,USD,243.32,223.85,False,223.85,False,False,False,False
BK02074,andrea kowalski,andrea.kowalski960@icloud.com,Spain,vegana,2025-07-10,2025-11-13,2025-11-16,3,direct,EUR,256.67,256.67,False,770.01,False,False,False,False
BK02075,giulia wagner,giulia.wagner524@outlook.com,UAE,halal,2025-07-16,2025-11-13,2025-11-16,3,OTA,USD,247.23,227.45,False,682.35,False,False,False,False
BK02076,costa maria,maria.costa429@outlook.com,UAE,vegana,2025-11-14,2025-11-14,2025-11-18,4,OTA,EUR,220.01,220.01,False,880.04,False,False,False,False
BK02077,carlos hassan,carlos.hassan564@outlook.com,UAE,kosher,2025-11-14,2025-11-14,2025-11-15,1,direct,EUR,256.29,256.29,False,256.29,False,False,False,False
BK02078,isabella muller,isabella.muller78@outlook.com,Netherlands,halal,2024-11-08,2025-11-15,2025-11-19,4,direct,EUR,239.69,239.69,False,958.76,False,False,False,False
BK02079,layla rossi,layla.rossi926@outlook.com,Switzerland,halal,2025-06-15,2025-11-15,2025-11-17,2,OTA,USD,198.85,182.94,False,365.88,False,False,False,False
BK02080,aiko sharma,aiko.sharma2@yahoo.com,France,halal,2025-11-15,2025-11-15,2025-11-20,5,direct,USD,269.31,247.77,False,1238.85,False,False,False,False
BK02081,maria suzuki,maria.suzuki395@gmail.com,UAE,pesce,2025-11-16,2025-11-16,2025-11-18,2,direct,USD,246.73,226.99,False,453.98,False,False,False,True
BK02082,marie patel,marie.patel692@yahoo.com,USA,italiana,2025-05-19,2025-11-16,2025-11-19,3,OTA,EUR,266.62,266.62,False,799.86,False,False,False,True
BK02083,ekaterina moreau,ekaterina.moreau583@gmail.com,Spain,kosher,2025-04-29,2025-11-16,2025-11-18,2,direct,EUR,258.91,258.91,False,517.82,False,False,False,True
BK02084,giulia ricci,giulia.ricci952@outlook.com,Japan,italiana,2025-09-02,2025-11-16,2025-11-20,4,OTA,EUR,282.14,282.14,False,1128.56,False,False,False,False
BK02085,giorgia nakamura,giorgia.nakamura797@gmail.com,UAE,kosher,2025-11-16,2025-11-16,2025-11-17,1,OTA,USD,278.13,255.88,False,255.88,False,False,False,False
BK02086,ananya esposito,ananya.esposito284@yahoo.com,Switzerland,internazionale,2025-11-16,2025-11-16,2025-11-17,1,OTA,EUR,270.87,270.87,False,270.87,False,False,False,False
BK02087,lefevre valentina,valentina.lefevre11@icloud.com,USA,kosher,2025-11-17,2025-11-17,2025-11-19,2,direct,EUR,276.3,276.3,False,552.6,False,False,False,False
BK02088,james novak,james.novak770@gmail.com,France,italiana,2025-11-17,2025-11-17,2025-11-19,2,direct,EUR,241.3,241.3,False,482.6,False,False,False,False
BK02089,aiko yamamoto,aiko.yamamoto362@outlook.com,Spain,vegetariana,2025-11-17,2025-11-17,2025-11-22,5,OTA,EUR,219.63,219.63,False,1098.15,False,False,False,False
BK02090,hans ivanov,hans.ivanov796@gmail.com,Switzerland,internazionale,2024-09-27,2025-11-17,2025-11-20,3,OTA,EUR,225.49,225.49,False,676.47,False,False,False,False
BK02091,laura sharma,laura.sharma913@gmail.com,Germany,italiana,2025-01-17,2025-11-17,2025-11-18,1,OTA,USD,220.08,202.47,False,202.47,False,False,False,False
BK02092,david ferrari,david.ferrari986@outlook.com,Italy,vegetariana,2025-11-18,2025-11-18,2025-11-21,3,OTA,EUR,250.61,250.61,False,751.83,False,False,False,False
BK02093,fatima tanaka,fatima.tanaka607@gmail.com,France,vegana,2025-08-23,2025-11-18,2025-11-19,1,direct,EUR,180.41,180.41,False,180.41,False,False,False,False
BK02094,ekaterina sokolov,ekaterina.sokolov235@yahoo.com,Germany,senza glutine,2024-09-22,2025-11-18,2025-11-19,1,OTA,EUR,309.36,309.36,False,309.36,False,False,False,False
BK02095,chiara popov,chiara.popov137@yahoo.com,Spain,kosher,2025-11-19,2025-11-19,2025-11-20,1,OTA,EUR,226.91,226.91,False,226.91,False,False,False,False
BK02096,pierre tanaka,pierre.tanaka451@yahoo.com,Italy,senza glutine,2025-11-19,2025-11-19,2025-11-20,1,OTA,USD,260.76,239.9,False,239.9,False,False,False,False
BK02097,omar rossi,omar.rossi543@gmail.com,Netherlands,pesce,2025-11-19,2025-11-19,2025-11-20,1,OTA,USD,267.8,246.38,False,246.38,False,False,False,False
BK02098,dmitri johnson,dmitri.johnson781@gmail.com,Japan,senza glutine,2025-06-27,2025-11-20,2025-11-21,1,OTA,EUR,246.34,246.34,False,246.34,False,False,False,False
BK02099,priya suzuki,priya.suzuki266@yahoo.com,Switzerland,halal,2025-11-20,2025-11-20,2025-11-22,2,OTA,EUR,260.07,260.07,False,520.14,False,False,False,False
BK02100,lefevre sophie,sophie.lefevre304@gmail.com,UK,internazionale,2025-11-21,2025-11-21,2025-11-23,2,direct,EUR,247.56,247.56,False,495.12,False,False,False,False
BK02101,nakamura pierre,pierre.nakamura934@gmail.com,France,vegetariana,2025-11-21,2025-11-21,2025-11-22,1,OTA,EUR,235.31,235.31,False,235.31,False,False,False,False
BK02102,costa francesco,francesco.costa64@icloud.com,UAE,italiana,2025-11-22,2025-11-22,2025-11-25,3,OTA,EUR,261.26,261.26,True,0.0,False,False,False,False
BK02103,diego kowalski,diego.kowalski457@outlook.com,UK,vegetariana,2025-11-22,2025-11-22,2025-11-24,2,OTA,EUR,204.47,204.47,False,408.94,False,False,False,False
BK02104,omar ricci,omar.ricci275@outlook.com,Germany,halal,2024-12-30,2025-11-22,2025-11-23,1,direct,EUR,220.38,220.38,False,220.38,False,False,False,True
BK02105,arjun muller,arjun.muller79@gmail.com,Japan,kosher,2025-11-22,2025-11-22,2025-11-24,2,OTA,EUR,250.76,250.76,False,501.52,False,False,False,False
BK02106,ferrari ingrid,ingrid.ferrari894@yahoo.com,UK,vegetariana,2025-11-22,2025-11-22,2025-11-26,4,OTA,EUR,257.09,257.09,False,1028.36,False,False,False,False
BK02107,bianchi robert,robert.bianchi812@yahoo.com,Japan,italiana,2025-11-23,2025-11-23,2025-11-24,1,OTA,EUR,239.32,239.32,False,239.32,False,False,False,False
BK02108,john marino,john.marino418@gmail.com,USA,vegana,2025-11-23,2025-11-23,2025-11-25,2,OTA,EUR,235.97,235.97,True,0.0,False,False,False,False
BK02109,simone yamamoto,simone.yamamoto779@yahoo.com,UAE,internazionale,2025-11-24,2025-11-24,2025-11-26,2,OTA,EUR,242.42,242.42,False,484.84,False,False,False,False
BK02110,chen yuki,yuki.chen585@gmail.com,Germany,italiana,2025-11-24,2025-11-24,2025-11-28,4,OTA,EUR,225.76,225.76,True,0.0,False,False,False,False
BK02111,ivanov john,john.ivanov982@icloud.com,Italy,italiana,2025-11-24,2025-11-24,2025-11-26,2,direct,EUR,212.38,212.38,False,424.76,False,False,False,False
BK02112,federica silva,federica.silva660@icloud.com,Spain,internazionale,2025-07-03,2025-11-24,2025-11-26,2,OTA,EUR,216.9,216.9,False,433.8,False,False,False,False
BK02113,astrid kobayashi,astrid.kobayashi150@yahoo.com,UAE,vegana,2025-11-25,2025-11-25,2025-11-29,4,OTA,EUR,236.61,236.61,False,946.44,False,False,False,False
BK02114,chen valentina,valentina.chen675@gmail.com,USA,halal,2025-11-25,2025-11-25,2025-11-26,1,OTA,USD,194.01,178.49,False,178.49,False,False,False,False
BK02115,conti marie,marie.conti953@gmail.com,Italy,internazionale,2025-11-25,2025-11-25,2025-11-28,3,OTA,EUR,224.65,224.65,False,673.95,False,False,False,True
BK02116,layla nilsson,layla.nilsson486@yahoo.com,France,internazionale,2025-07-31,2025-11-25,2025-11-26,1,direct,EUR,208.51,208.51,False,208.51,False,False,False,False
BK02117,bernard paolo,paolo.bernard404@icloud.com,Germany,internazionale,2025-11-26,2025-11-26,2025-11-27,1,OTA,USD,219.89,202.3,False,202.3,False,False,False,False
BK02118,ingrid rossi,ingrid.rossi554@gmail.com,Spain,vegetariana,2025-11-26,2025-11-26,2025-11-29,3,OTA,EUR,213.91,213.91,False,641.73,False,False,False,False
BK02119,giulia patel,giulia.patel891@icloud.com,Netherlands,vegana,2025-08-12,2025-11-26,2025-11-27,1,OTA,EUR,228.69,228.69,False,228.69,False,False,False,False
BK02120,carlos silva,carlos.silva876@gmail.com,Switzerland,pesce,2025-11-27,2025-11-27,2025-11-28,1,OTA,USD,269.57,248.0,False,248.0,False,False,False,True
BK02121,al-farsi matteo,matteo.al-farsi463@gmail.com,Netherlands,vegana,2025-11-27,2025-11-27,2025-11-28,1,OTA,EUR,280.67,280.67,False,280.67,False,False,False,False
BK02122,pierre schmidt,pierre.schmidt335@outlook.com,France,internazionale,2024-10-05,2025-11-27,2025-11-28,1,OTA,USD,252.79,232.57,False,232.57,False,False,False,False
BK02123,chen nikolai,nikolai.chen367@icloud.com,UK,halal,2025-11-27,2025-11-27,2025-11-28,1,direct,EUR,234.46,234.46,False,234.46,False,False,False,False
BK02124,giulia martinez,giulia.martinez617@icloud.com,Spain,kosher,2025-11-27,2025-11-27,2025-11-28,1,OTA,EUR,291.16,291.16,False,291.16,False,False,False,False
BK02125,aiko watanabe,aiko.watanabe475@outlook.com,USA,halal,2025-06-21,2025-11-28,2025-11-29,1,OTA,EUR,208.09,208.09,False,208.09,False,False,False,True
BK02126,ahmed bernard,ahmed.bernard334@gmail.com,Netherlands,pesce,2025-11-28,2025-11-28,2025-11-29,1,OTA,EUR,287.03,287.03,True,0.0,False,False,False,False
BK02127,al-rashid yuki,yuki.al-rashid180@outlook.com,UAE,internazionale,2024-10-08,2025-11-28,2025-12-02,4,OTA,USD,244.91,225.32,False,901.28,False,False,False,False
BK02128,romano sophie,sophie.romano101@icloud.com,Switzerland,halal,2025-08-19,2025-11-28,2025-12-02,4,direct,USD,233.04,214.4,False,857.6,False,False,False,False
BK02129,andersen anna,anna.andersen314@outlook.com,France,halal,2025-11-29,2025-11-29,2025-12-02,3,direct,USD,255.5,235.06,False,705.18,False,False,False,False
BK02130,arjun nilsson,arjun.nilsson744@gmail.com,UK,internazionale,2025-11-29,2025-11-29,2025-12-01,2,OTA,EUR,209.95,209.95,False,419.9,False,False,False,False
BK02131,hassan valentina,valentina.hassan323@outlook.com,UK,italiana,2025-11-29,2025-11-29,2025-12-01,2,OTA,EUR,248.93,248.93,False,497.86,False,False,False,False
BK02132,kobayashi yuki,yuki.kobayashi690@outlook.com,France,halal,2025-11-29,2025-11-29,2025-12-01,2,OTA,EUR,253.9,253.9,False,507.8,False,False,False,False
BK02133,giulia meyer,giulia.meyer391@yahoo.com,Japan,vegana,2025-11-30,2025-11-30,2025-12-04,4,OTA,EUR,240.07,240.07,False,960.28,False,False,False,False
BK02134,anna lopez,anna.lopez682@icloud.com,Switzerland,vegetariana,2024-10-29,2025-11-30,2025-12-02,2,direct,EUR,170.81,170.81,False,341.62,False,False,False,False
BK02135,henri petrov,henri.petrov732@gmail.com,USA,halal,2025-11-30,2025-11-30,2025-12-01,1,OTA,USD,257.57,236.96,False,236.96,False,False,False,False
BK02136,nilsson thomas,thomas.nilsson640@outlook.com,USA,vegetariana,2025-11-30,2025-11-30,2025-12-02,2,direct,USD,178.48,164.2,False,328.4,False,False,False,False
BK02137,elena muller,elena.muller782@outlook.com,Switzerland,kosher,2025-12-01,2025-12-01,2025-12-03,2,direct,EUR,359.0,359.0,False,718.0,True,False,False,False
BK02138,ahmed al-rashid,ahmed.al-rashid471@outlook.com,Germany,kosher,2025-02-19,2025-12-01,2025-12-05,4,direct,EUR,413.79,413.79,False,1655.16,True,False,False,True
BK02139,marino youssef,youssef.marino441@icloud.com,USA,vegetariana,2025-12-01,2025-12-01,2025-12-02,1,direct,USD,376.62,346.49,False,346.49,True,False,False,True
BK02140,isabella wagner,isabella.wagner809@icloud.com,Switzerland,vegana,2025-12-01,2025-12-01,2025-12-05,4,OTA,EUR,489.11,489.11,False,1956.44,True,False,False,False
BK02141,bianchi luca,luca.bianchi79@gmail.com,UAE,kosher,2025-12-01,2025-12-01,2025-12-03,2,OTA,EUR,467.94,467.94,False,935.88,True,False,False,False
BK02142,nowak olivia,olivia.nowak908@icloud.com,USA,vegetariana,2025-12-02,2025-12-02,2025-12-07,5,OTA,EUR,437.17,437.17,False,2185.85,True,False,False,False
BK02143,nowak robert,robert.nowak743@outlook.com,Italy,vegana,2025-12-02,2025-12-02,2025-12-08,6,OTA,EUR,426.91,426.91,False,2561.46,True,False,False,False
BK02144,martinez sophie,sophie.martinez640@gmail.com,Netherlands,italiana,2025-12-02,2025-12-02,2025-12-05,3,direct,USD,435.9,401.03,False,1203.09,True,False,False,False
BK02145,marco nakamura,marco.nakamura241@icloud.com,USA,senza glutine,2025-12-02,2025-12-02,2025-12-08,6,OTA,EUR,440.91,440.91,True,0.0,True,False,False,True
BK02146,ahmed kowalski,ahmed.kowalski798@icloud.com,USA,kosher,2025-12-02,2025-12-02,2025-12-09,7,OTA,EUR,504.1,504.1,False,3528.7,True,False,False,False
BK02147,marco popov,marco.popov510@icloud.com,Netherlands,internazionale,2025-10-25,2025-12-02,2025-12-04,2,OTA,EUR,436.21,436.21,False,872.42,True,False,False,False
BK02148,chiara kobayashi,chiara.kobayashi611@icloud.com,Germany,vegana,2025-12-02,2025-12-02,2025-12-10,8,direct,EUR,453.61,453.61,False,3628.88,True,False,False,True
BK02149,kowalski silvia,silvia.kowalski614@yahoo.com,Germany,internazionale,2025-12-03,2025-12-03,2025-12-05,2,direct,EUR,378.54,378.54,False,757.08,True,False,False,False
BK02150,garcia william,william.garcia410@outlook.com,Italy,pesce,2025-12-03,2025-12-03,2025-12-06,3,direct,EUR,384.76,384.76,False,1154.28,True,False,False,False
BK02151,costa elena,elena.costa127@gmail.com,Germany,halal,2025-12-03,2025-12-03,2025-12-08,5,OTA,EUR,502.17,502.17,False,2510.85,True,False,False,False
BK02152,giulia watanabe,giulia.watanabe766@gmail.com,Switzerland,halal,2025-10-08,2025-12-03,2025-12-07,4,direct,USD,376.31,346.21,False,1384.84,True,False,False,False
BK02153,layla lopez,layla.lopez235@gmail.com,USA,vegana,2025-12-03,2025-12-03,2025-12-05,2,OTA,EUR,408.75,408.75,False,817.5,True,False,False,False
BK02154,sara wagner,sara.wagner251@yahoo.com,UAE,kosher,2025-12-04,2025-12-04,2025-12-05,1,OTA,EUR,481.71,481.71,False,481.71,True,False,False,False
BK02155,giorgia petrov,giorgia.petrov523@outlook.com,Japan,vegetariana,2024-10-16,2025-12-04,2025-12-09,5,OTA,USD,393.89,362.38,False,1811.9,True,False,False,True
BK02156,marino patricia,patricia.marino496@gmail.com,UK,internazionale,2025-12-04,2025-12-04,2025-12-06,2,direct,EUR,400.02,400.02,False,800.04,True,False,False,False
BK02157,federica ferrari,federica.ferrari448@icloud.com,France,vegana,2025-08-01,2025-12-04,2025-12-12,8,OTA,EUR,454.05,454.05,False,3632.4,True,False,False,False
BK02158,chiara lefevre,chiara.lefevre876@yahoo.com,UAE,kosher,2025-12-04,2025-12-04,2025-12-12,8,direct,EUR,369.03,369.03,False,2952.24,True,False,False,False
BK02159,al-farsi elena,elena.al-farsi219@gmail.com,Germany,senza glutine,2025-12-04,2025-12-04,2025-12-08,4,OTA,USD,398.4,366.53,False,1466.12,True,False,False,False
BK02160,al-farsi amelia,amelia.al-farsi953@gmail.com,Japan,internazionale,2025-12-04,2025-12-04,2025-12-08,4,direct,EUR,394.92,394.92,False,1579.68,True,False,False,False
BK02161,bianchi chiara,chiara.bianchi491@outlook.com,USA,vegetariana,2025-12-04,2025-12-04,2025-12-05,1,OTA,EUR,406.76,406.76,False,406.76,True,False,False,False
BK02162,colombo simone,simone.colombo263@gmail.com,France,senza glutine,2024-11-07,2025-12-04,2025-12-10,6,OTA,EUR,427.18,427.18,False,2563.08,True,False,False,False
BK02163,amelia kumar,amelia.kumar837@gmail.com,France,halal,2025-12-05,2025-12-05,2025-12-06,1,direct,USD,434.85,400.06,False,400.06,True,False,False,False
BK02164,bernard elena,elena.bernard105@icloud.com,France,vegana,2025-12-05,2025-12-05,2025-12-08,3,OTA,EUR,436.11,436.11,False,1308.33,True,False,False,False
BK02165,martinez nikolai,nikolai.martinez68@yahoo.com,Germany,kosher,2025-12-05,2025-12-05,2025-12-07,2,OTA,USD,502.53,462.33,True,0.0,True,False,False,False
BK02166,arjun dubois,arjun.dubois712@yahoo.com,Switzerland,kosher,2025-12-05,2025-12-05,2025-12-07,2,OTA,EUR,453.0,453.0,False,906.0,True,False,False,True
BK02167,ibrahim nikolai,nikolai.ibrahim211@yahoo.com,Spain,italiana,2025-12-05,2025-12-05,2025-12-08,3,OTA,EUR,520.25,520.25,False,1560.75,True,False,False,False
BK02168,girard sophie,sophie.girard38@gmail.com,Switzerland,pesce,2025-12-05,2025-12-05,2025-12-08,3,OTA,EUR,330.79,330.79,False,992.37,True,False,False,False
BK02169,arjun ricci,arjun.ricci847@icloud.com,Japan,kosher,2025-12-05,2025-12-05,2025-12-10,5,direct,EUR,442.1,442.1,False,2210.5,True,False,False,False
BK02170,astrid bernard,astrid.bernard21@gmail.com,Netherlands,vegana,2025-12-05,2025-12-05,2025-12-09,4,direct,EUR,426.85,426.85,False,1707.4,True,False,False,False
BK02171,david smith,david.smith199@yahoo.com,France,internazionale,2024-11-14,2025-12-05,2025-12-10,5,OTA,EUR,413.73,413.73,False,2068.65,True,False,False,True
BK02172,kobayashi simone,simone.kobayashi87@icloud.com,Spain,halal,2025-12-05,2025-12-05,2025-12-08,3,OTA,EUR,393.24,393.24,False,1179.72,True,False,False,False
BK02173,david park,david.park979@gmail.com,UK,senza glutine,2025-12-06,2025-12-06,2025-12-11,5,direct,EUR,403.28,403.28,False,2016.4,True,False,False,False
BK02174,matteo park,matteo.park451@icloud.com,Switzerland,vegana,2025-12-06,2025-12-06,2025-12-08,2,OTA,EUR,424.2,424.2,False,848.4,True,False,False,False
BK02175,meyer olivia,olivia.meyer302@icloud.com,Germany,halal,2025-01-31,2025-12-06,2025-12-11,5,OTA,EUR,363.35,363.35,False,1816.75,True,False,False,True
BK02176,bernard ingrid,ingrid.bernard224@icloud.com,UAE,kosher,2025-12-06,2025-12-06,2025-12-12,6,OTA,USD,410.61,377.76,False,2266.56,True,False,False,False
BK02177,fatima ivanov,fatima.ivanov395@icloud.com,Switzerland,pesce,2025-12-06,2025-12-06,2025-12-08,2,OTA,EUR,437.37,437.37,False,874.74,True,False,False,False
BK02178,ferreira luca,luca.ferreira532@gmail.com,France,kosher,2025-12-06,2025-12-06,2025-12-09,3,direct,EUR,339.34,339.34,False,1018.02,True,False,False,False
BK02179,greco yuki,yuki.greco566@outlook.com,France,pesce,2025-12-06,2025-12-06,2025-12-12,6,direct,USD,447.44,411.64,False,2469.84,True,False,False,False
BK02180,hans patel,hans.patel181@gmail.com,Germany,senza glutine,2025-12-06,2025-12-06,2025-12-09,3,OTA,USD,510.86,469.99,False,1409.97,True,False,False,False
BK02181,nowak silvia,silvia.nowak930@icloud.com,Switzerland,senza glutine,2025-12-06,2025-12-06,2025-12-11,5,OTA,EUR,476.01,476.01,False,2380.05,True,False,False,False
BK02182,matteo suzuki,matteo.suzuki277@gmail.com,Japan,senza glutine,2025-12-06,2025-12-06,2025-12-08,2,direct,USD,425.09,391.08,False,782.16,True,False,False,False
BK02183,girard ingrid,ingrid.girard820@outlook.com,Switzerland,internazionale,2025-12-06,2025-12-06,2025-12-09,3,OTA,EUR,462.94,462.94,False,1388.82,True,False,False,False
BK02184,francesco meyer,francesco.meyer827@icloud.com,France,vegana,2025-12-06,2025-12-06,2025-12-08,2,OTA,EUR,438.49,438.49,False,876.98,True,False,False,False
BK02185,maria silva,maria.silva496@outlook.com,Japan,halal,2024-09-20,2025-12-07,2025-12-11,4,OTA,EUR,416.48,416.48,False,1665.92,True,False,False,False
BK02186,bernard carlos,carlos.bernard400@outlook.com,UAE,italiana,2025-08-04,2025-12-07,2025-12-09,2,direct,EUR,389.82,389.82,False,779.64,True,False,False,True
BK02187,kenji park,kenji.park241@yahoo.com,Spain,pesce,2025-12-07,2025-12-07,2025-12-11,4,direct,EUR,405.79,405.79,False,1623.16,True,False,False,False
BK02188,giorgia patel,giorgia.patel945@yahoo.com,UAE,halal,2025-12-07,2025-12-07,2025-12-10,3,OTA,EUR,492.87,492.87,False,1478.61,True,False,False,False
BK02189,robert yamamoto,robert.yamamoto503@yahoo.com,UAE,senza glutine,2025-12-07,2025-12-07,2025-12-08,1,OTA,EUR,463.81,463.81,False,463.81,True,False,False,False
BK02190,andrea bianchi,andrea.bianchi952@icloud.com,Italy,vegana,2025-07-02,2025-12-07,2025-12-10,3,OTA,EUR,436.66,436.66,False,1309.98,True,False,False,True
BK02191,dubois jean,jean.dubois109@gmail.com,Spain,senza glutine,2025-12-07,2025-12-07,2025-12-10,3,OTA,EUR,442.45,442.45,False,1327.35,True,False,False,False
BK02192,nikolai wagner,nikolai.wagner981@icloud.com,USA,pesce,2025-12-07,2025-12-07,2025-12-09,2,OTA,EUR,404.5,404.5,False,809.0,True,False,False,False
BK02193,anna silva,anna.silva236@gmail.com,USA,halal,2025-12-07,2025-12-07,2025-12-09,2,direct,EUR,424.75,424.75,False,849.5,True,False,False,False
